Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,13,87787,44826,42961,19756,8585,11171,68031,36241,31790,846,485,361,13330,6970,6360,36183,19541,16642,17659,9241,8418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,14,114532,60406,54126,28813,12954,15859,85719,47452,38267,1319,752,567,11146,6216,4930,35099,19514,15585,38148,20964,17184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,15,112632,62546,50086,31348,15574,15774,81284,46972,34312,1384,823,561,7471,4426,3045,25592,14913,10679,32094,19024,13070,14731,7783,6948,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,16,113609,61917,51692,31474,15146,16328,82135,46771,35364,1534,905,629,6091,3600,2491,19460,11072,8388,29461,17580,11881,25581,13610,11971,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,17,69902,38960,30942,17324,8304,9020,52578,30656,21922,989,612,377,3039,1820,1219,10252,6058,4194,16263,10186,6077,22030,11977,10053,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,18,146850,87289,59561,44624,22775,21849,102226,64514,37712,2453,1519,934,6207,4106,2101,19954,12839,7115,28781,19591,9190,23504,15427,8077,21166,10906,10260,23,20,3,125,97,28,0,0,0,13,9,4
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,19,54657,30952,23705,14582,6470,8112,40075,24482,15593,846,520,326,2223,1385,838,6792,4120,2672,10355,6977,3378,7938,5253,2685,11811,6145,5666,13,7,6,95,73,22,0,0,0,2,2,0
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,20-24,379950,214162,165788,135518,54672,80846,244432,159490,84942,7721,4584,3137,12020,7811,4209,44514,27566,16948,61955,42789,19166,41477,28878,12599,44751,27809,16942,108,89,19,853,722,131,30976,19196,11780,57,46,11
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,25-29,316283,166518,149765,137478,48015,89463,178805,118503,60302,7092,4184,2908,10002,6026,3976,36435,21673,14762,44552,30460,14092,30267,20936,9331,20350,13893,6457,54,47,7,553,484,69,29482,20789,8693,18,11,7
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,30-34,282731,142451,140280,140503,46387,94116,142228,96064,46164,6555,3743,2812,9202,5523,3679,32328,19040,13288,34309,23762,10547,22713,16330,6383,16186,11608,4578,49,43,6,448,398,50,20413,15599,4814,25,18,7
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,35-39,275171,141979,133192,142927,49170,93757,132244,92809,39435,6363,3712,2651,9284,5839,3445,33108,20356,12752,30793,22029,8764,20274,15064,5210,13957,10616,3341,67,64,3,414,371,43,17969,14745,3224,15,13,2
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,40-44,222772,122309,100463,117902,43506,74396,104870,78803,26067,5490,3336,2154,7522,5093,2429,26408,17455,8953,22769,17075,5694,15439,12338,3101,11041,9230,1811,61,60,1,411,372,39,15709,13826,1883,20,18,2
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,45-49,179389,96707,82682,98298,33915,64383,81091,62792,18299,4263,2544,1719,5958,4097,1861,20805,14086,6719,17339,13523,3816,12238,10164,2074,8344,7309,1035,52,51,1,328,298,30,11751,10710,1041,13,10,3
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,50-54,128089,73629,54460,75120,30056,45064,52969,43573,9396,3186,2000,1186,4594,3472,1122,14076,10599,3477,10642,8869,1773,7996,7098,898,5370,4874,496,26,26,0,270,252,18,6802,6377,425,7,6,1
C2508SC,09,00,0000,State - UTTAR PRADESH  09,Urban,55-59,92990,45800,47190,59823,19043,40780,33167,26757,6410,2153,1251,902,3424,2544,880,9302,6846,2456,6243,5135,1108,4878,4252,626,3342,3095,247,18,18,0,167,160,7,3640,3456,184,0,0,0
